title,author,isbn,price,description,imageUrl,thumbnailUrl,quantity,year,genres
ABC Of Anarchism,Alexander Berkman,900384034,27.54,"Now &amp; After: The ABC of Communist Anarchism is an introduction to the principles of anarchism &amp; anarchist communism written by Alexander Berkman. First published in 1929 by Vanguard Press, after parts of it had appeared in Freie Arbeiter Stimme, Now &amp; After has been reprinted many times, often under the title What Is Communist Anarchism? or What Is Anarchism?. Because of its presentation of anarchist philosophy in plain language Now &amp; After has become one of the best-known introductions to anarchism in print. Historian Paul Avrich described Now &amp; After as ""a classic"" &amp; wrote that it was ""the clearest exposition of communist anarchism."" The anarchist movement was under siege during the 1920s. The USA had deported hundreds of anarchists, including Berkman &amp; Emma Goldman, in 1919. In the newly-created USSR, Russian anarchists were being arrested by the Cheka, imprisoned or executed. In Ukraine, an anarchist army led by Nestor Makhno had been defeated by the Red Army. Hundreds of Russian anarchists were fleeing to exile in Germany &amp; France. In an effort to revive the movement, the Jewish Anarchist Federation in New York asked Berkman in 1926 to write an introduction to anarchism intended for the general public. By presenting the principles of anarchism in plain language, the NY anarchists hoped that readers might be swayed to support the movement or, at a minimum, that the book might improve the image of anarchism in the public's eyes. Berkman's work successfully explains anarchist philosophy in terms any reader can understand. The book's chapters are brief, and many of them begin with questions (e.g., ""Is Anarchism Violence?"", ""Will Communist Anarchism Work?""). Berkman avoids the sort of jargon &amp; technical language often used by political writers in favor of plain language. As he writes in the ""Foreword"": ""Anarchist books, with few exceptions, are not accessible to the understanding of the average reader. It is the common failing of most works dealing with social questions that they are written on the assumption that the reader is already familiar to a considerable extent with the subject, which is generally not the case at all. As a result there are very few books treating of social problems in a sufficiently simple &amp; intelligible manner. For the above reason I consider a restatement of the Anarchist position very much needed at this timeâ€”a restatement in the plainest &amp; clearest terms which can be understood by every one. That is, an ABC of Anarchism."" In 1929, Now &amp; After was published by Vanguard Press in NY. In 1937, a year after Berkman's death, a second edition was published with a preface by Emma Goldman. A British edition was published in 1942 by Freedom Press in London. Since then, the book has been reprinted many times.",http://images.amazon.com/images/P/0900384034.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0900384034.01.MZZZZZZZ.jpg,10,1964,History & Politics
ABC of Poultry Raising: A Complete Guide for the Beginner or Expert,J. H. Florea,486232018,23.57,"Do you know that an average flock of 15 hens and 50 baby chicks will produce over 150 pounds of meat and over 3,500 eggs in a year? Chickens provide more profit â€” in food and dollars â€” for the work and investment required than any other animal. But they also require a sound knowledge of how to raise them properly, and this book is probably the finest guide available for successfully raising a small flock of chickens. For the person who wants to raise chickens in the backyard, garage, or basement, and for the established farmer who needs help in making his poultry raising profitable, this book explains exactly what to do and how to do it.Using many photographs, diagrams, and charts in addition to simple, non-technical instructions, the author explains every detail of chicken raising: how to get started, equipment needed, brooding, and rearing chicks, managing the laying flock, controlling diseases and parasites, breeding for improvement, preparation of poultry and eggs for use, and expanding the size of your poultry raising operations. The author takes different geographical areas and different sizes of flocks into considerations in his instructions, and he also includes plans for several sizes of chicken houses, each with a precise list of materials needed.J. H. Florea, former managing editor of the Poultry Tribune and one of America's foremost poultry experts, has thoroughly revised and updated the text for this new Dover edition: he provides you with dependable sources of information on the newest innovations in poultry raising (including an updated list of agricultural colleges and experiment stations); and has added a chapter on ""The Hobby Side of Poultry Raising"" in which he discusses the history of poultry raising, poultry shows, etc. If you are interested in raising poultry, whether for food, show, or profit, you will find this book to be a resourceful and helpful guide.",http://images.amazon.com/images/P/0486232018.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0486232018.01.MZZZZZZZ.jpg,2,1976,Non-fiction
Abhorsen,Garth Nix,60278269,21.4,"The third book and apocalyptic conclusion to the original bestselling Old Kingdom trilogy, perfect for fans of Game of Thrones.The Abhorsen Sabriel and King Touchstone are missing, leaving only Liraelâ€”newly come into her inheritance as the Abhorsen-in-Waitingâ€”to stop the Destroyer. If Orannis's unspeakable powers are unleashed, it will mean the end of all Life. With only a vision from the Clayr to guide her, and the help of her companions, Sam, the Disreputable Dog, and Mogget, Lirael must search in both Life and Death for some means to defeat the evil destructorâ€”before it is too late.Donâ€™t miss Garth Nixâ€™s prequel to the Old Kingdom series, Clariel, and Goldenhand, the fifth book in the Old Kingdom series.",http://images.amazon.com/images/P/0060278269.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0060278269.01.MZZZZZZZ.jpg,4,2003,Kids & Young Adult
About a Boy,Nick Hornby,140293450,17.75,"'How cool was Will Freeman?'Too cool! At thirty-six, he's as hip as a teenager. He's single, child-free, goes to the right clubs and knows which trainers to wear. He's also found a great way to score with women: attend single parents' groups full of available (and grateful) mothers, all hoping to meet a Nice Guy.Which is how Will meets Marcus, the oldest twelve-year-old on the planet. Marcus is a bit strange: he listens to Joni Mitchell and Mozart, looks after his mum and has never owned a pair of trainers. But Marcus latches on to Will - and won't let go. Can Will teach Marcus how to grow up cool? And can Marcus help Will just to grow up?",http://images.amazon.com/images/P/0140293450.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293450.01.MZZZZZZZ.jpg,1,2000,Fiction
About Schmidt (Ballantine Reader's Circle),Louis Begley,449911160,32.08,"Proud, traditional, and impeccably organized, Albert Schmidt is a button-down lawyer of the old school.Â Â But now, after years of carefulmanagement, his life is slowly unraveling.Â Â His beloved wife has recently died.Â Â He stumbles--or is he being pushed?--into earlyretirement.Â Â And his daughter, his only child, is planning to marry a man Schmidt cannot approve of, for reasons he can scarcely admit, even to himself.Â Â As Schmidt gropes for resolutions, he finds unexpected hope in an intense passion that comes out of the blue.Set in the Hamptons and Manhattan, infused with black humor and startling eroticism, About Schmidt is both a meditation on lonelinessand on the power of romance to unlock the most impenetrable recesses of the heart.",http://images.amazon.com/images/P/0449911160.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911160.01.MZZZZZZZ.jpg,7,1997,Fiction
About That Man,Sherryl Woods,1551668157,33.76,"The picture-perfect town of Trinity Harbor, Virginia, is in an uproar when Robert ""King"" Spencer's sensible spinster daughter takes in a modern-day Huck Finn she found hot-wiring her car. But Daisy, a spirited beauty with a tragic past, needs this orphaned 10-year-old boy to love. She's confident she can handle her bullheaded father (the self-appointed town patriarch), her two bossy brothers, a concerned pastor, and social services. The only real obstacle is...that man.That man is Tommy's uncle, Walker Ames, a tough D.C. cop whose ex-wife gave up on him as a husband and father years ago. Perhaps this unexpected nephew is Walker's chance to redeem his failure as a family man. Soon he's commuting to the charming fishbowl of a town where everyone assumes he's seduced Daisy Spencer, their best Sunday school teacher. But to Walker, Daisy is a disconcerting mix of smart-mouthed innocence and wicked temptation. For Daisy, Walker, and Tommy, a long, hot summer in the town that's not as sleepy as it seems offers a second chance at family.",http://images.amazon.com/images/P/1551668157.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668157.01.MZZZZZZZ.jpg,4,2001,Fiction
About Town : The New Yorker and The World It Made,Ben Yagoda,684816059,32.12,"Published to coincide with The New Yorker's 75th anniversary, this major work of cultural history draws on never-before-seen archives and offers a comprehensive look at this revered magazine's fascinating evolution. 40 cartoons. 40 photos.",http://images.amazon.com/images/P/0684816059.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0684816059.01.MZZZZZZZ.jpg,4,2000,Non-fiction
Above All Others,Karen Ranney,821753770,26.77,"The daughter of an impecunious baronâ€”and a woman with few llusions and even fewer assetsâ€”Katherine Sanderson has just accepted the position of governess to the infant daughter of the Earl of Moncrief. The notorious, sinfully handsome nobleman has deposited the babe at a crumbling country estate, to be raised by servants. Although it is more than many an aristocrat would do for a child born on the wrong side of the blanket, Katherine disdains his selfish arrogance...even as she finds herself falling beneath his sensual spell.For Freddie Lattimore, Earl of Moncrief, his illegitimate child is a constant reminder of a life he would rather forget. But the exquisite Katherine tempts him as no woman ever has. When he devises a scandalous scheme for conquest, Katherine doesn't merely accept his outrageous proposal, she astonishes him with a passion that exceeds his own.",http://images.amazon.com/images/P/0821753770.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0821753770.01.MZZZZZZZ.jpg,2,1996,Fiction
Above And Beyond,Sandra Brown,1551662914,17.3,"Above And Beyond by Sandra Brown released on Jul 25, 1997 is available now for purchase.",http://images.amazon.com/images/P/1551662914.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1551662914.01.MZZZZZZZ.jpg,8,1997,Fiction
Above Suspicion,Betsy Brannon Green,1591563100,15.85,"It's been five years since Mary Grace O'Malley has seen John Wright. And right at this moment, Mary Grace wishes she wasn't seeing him standing in the dining room of her Bed and Breakfast Inn. Now the rising star reporter has returned to the small Florida town of Bethany Beach to investigate an unsolved murder â€” and to see Mary Grace.As John persuades Mary Grace to help him explore the tragic secrets of twenty-five years ago, Miss Eugenia Atkins and her friends arrive at the Arms for a pleasant vacation. But when a guest ends up dead, they all become embroiled in investigating this new mysterious crime.In Above Suspicion, Betsy Brannon Green's matchless ability to blend romance, suspense, and humor delivers a thrilling and enjoyable tale of secrets you'll never suspect.",http://images.amazon.com/images/P/1591563100.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1591563100.01.MZZZZZZZ.jpg,2,2003,Fiction
Absolute Certainty : A Crime Novel,Rose Connors,743229061,19.61,"Rose Connors brings a fresh voice, a dynamic storytelling power, and a passion for the law to her compelling crime fiction debut. Martha ""Marty"" Nickerson is a lawyer who truly loves her job. As an assistant D.A. for Massachusetts's Barnstable County, which includes all the small towns on Cape Cod, she speaks for the victims of crime and their families, and sees the system as a means for doing right.The case of Manuel Rodriguez is a prime example. Rodriguez is accused of brutally murdering a college student, a kind young man who had a bright future. Marty has worked hard on this case; as the mother of a teenage son, she identifies with the murdered boy's grieving parents. Her case against Rodriguez is so solid that even public defender Harry Madigan -- the champion of the Cape's underdogs -- expects a conviction. And, on Memorial Day, exactly a year after the crime, the verdict comes in: guilty as charged. Justice prevails.Then, with Rodriguez behind bars, another body turns up in disturbingly similar circumstances. Did Marty and her colleagues target the wrong man? Her supervisor -- Geraldine Schilling, who aspires to be the county's first female D.A. -- refuses to reopen such a high-profile case. Why should she? The prosecutors played by the rules and won big. But Marty fears that the real killer will strike again.With her career on the line and lives at stake, Marty must rely on her own moral compass, legal savvy, and gut instinct as she matches wits with a twisted killer. The system itself is on trial as Marty tries to serve Justice, not merely the Law.Only an author with years of courtroom experience could add such riveting authenticity to a novel thatasks important questions and provides surprising answers. Rose Connors's ""Absolute Certainty"" introduces a new crime-writing star.",http://images.amazon.com/images/P/0743229061.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0743229061.01.MZZZZZZZ.jpg,6,2002,Fiction
Absolute Magnitude,Warren Lapine,312863357,19.33,"The feistiest magazine of the '90s, devoted to high-quality SF adventure fiction - the kind of stories that excited people about SF in the first place - is Absolute Magnitude. Publishers Warren Lapine and Stephen Pagel have gathered an array of the best of the magazine for the book Absolute Magnitude.",http://images.amazon.com/images/P/0312863357.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0312863357.01.MZZZZZZZ.jpg,1,1997,Fiction
Absolute Power,David Baldacci,446519960,25.65,"When a grizzled professional cat burglar gets trapped inside the bedroom closet of one of the world's richest men, only to witness, through a one-way mirror, two Secret Service agents kill the billionaire's trampy young wife as she tries to fight off the drunken sexual advances of the nation's chief executive. Running for his life, but not before he picks up a bloodstained letter opener that puts the president at the scene of the crime, the burglar becomes the target of a clandestine manhunt orchestrated by leading members of the executive branch.Meanwhile, Jack Graham, once a public defender and now a high-powered corporate attorney, gets drawn into the case because the on-the-lam burglar just happens to be the father of his former finance, a crusading Virginia prosecutor. Embroidering the narrative through assorted plot whorls are the hero's broken romance; his conflict over selling out for financial success; the prosecutor's confused love-hate for her burglar father; the relentless investigation by a northern Virginia career cop; the dilemma of government agents trapped in a moral catch-22; the amoral ambitions of a sexy White House Chief of Staff; and the old burglar's determination to bring down the ruthless president. Meanwhile, lurking at the novel's center like a venomous spider is the sociopathic president.",http://images.amazon.com/images/P/0446519960.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519960.01.MZZZZZZZ.jpg,9,1996,Fiction
Absolute Power,David Baldacci,446603589,29.17,"Absolute Corruption. In a heavily guarded mansion in a posh Virginia suburb, a man and a woman start to make love, trapping a burglar behind a secret wall. Then the passion turns deadly, and the witness is running into the night. Because what he has just seen is a brutal slaying involving the President of the United States.Absolute Danger. Luther Whitney is the career break-in artist who's in the wrong place at the wrong time. Alan Richmond is the charming U.S. President with the power to commit any crime. And Jack Graham is the young attorney, caught in a vortex between the absolute truth--and... Absolute Power. A tale of greed, sex, ambition, and murder, this is the novel everyone has been talking about...the shattering, relentlessly suspenseful thriller that will change the way you think about Washington--and power--forever.",http://images.amazon.com/images/P/0446603589.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603589.01.MZZZZZZZ.jpg,6,1996,Fiction
Absolute Zero,Chuck Logan,61031569,30.05,"In the icy jaws of an early winter, three big-city professionals joined Phil Broker on a canoe trip across Minnesota's remotest lake. Nature's unexpected fury battered and nearly killed them.But it was Man who left one of them worse than dead . . .Haunted ex-cop Phil Broker owes Hank Sommer his life -- and now the wealthy writer is in a coma, thanks to a â€œfreakâ€ mishap on a hospital operating table. Broker knows from hard experience that accidents are not always what they appear to be. He suspects foul play, and he's not about to let Sommer fade out of this world so easily. But the trail to answers is twisted and deadly, winding around the comatose man's beautiful wife -- a former exotic dancer -- and the ring of dangerous men still surrounding her. And Broker's determined search for justice and truth is taking him to a dark and terrifying place where he will be forced to fight for his very survival on the coldest night in Minnesota's history . . .",http://images.amazon.com/images/P/0061031569.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031569.01.MZZZZZZZ.jpg,5,2003,Fiction
Absolute Zero,Chuck Logan,60185724,39.43,"On one of the coldest nights in Minnesota history, the difference between life and death is literally the blink of an eye for Phil Broker, until recently St. Paul's most successful undercover cop. That blink will convey the urgent warning of a comatose man who knows the dark truth binding Broker to a remarkable cast of characters -- a weary anesthesiologist, a brilliant surgeon, a wealthy novelist, his exwife (a reformed exotic dancer), and her unrepentant pimp.For Broker it all began when he agreed to take three big-city professionals on a canoeing trip across Minnesota's most remote lakes. One of the three is horribly injured in a freak October blizzard, and Broker embarks on a white-knuckle rescue against time and the elements, ending with a writer in a coma and his accountant dead. Suspicious of foul play, Broker follows a twisted trail of manipulation and revenge that leads back to the writer's beautiful wife -- and a ring of men caught in a deadly competition for her affections.Absolute Zero is suspense writing at its finest, a novel whose surprising reversals and unexpectedly nuanced characters secure Chuck Logan's reputation as ""one of the best of the . . . thriller breed"" and blows the lid off Minnesota's best-kept literary secret.",http://images.amazon.com/images/P/0060185724.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0060185724.01.MZZZZZZZ.jpg,10,2002,Fiction
Absolution : A Novel,OLAF OLAFSSON,1400030684,28.18,"In his spellbinding first novel, acclaimed Icelandic author Olaf Olafsson takes us inside the mind of a man haunted by the crime he willed half a century earlier.Expatriate businessman Peter Peterson left behind the trappings of a seemingly charmed life: a vast fortune, two children, and a stately Park Avenue address. But he also left behind another legacy: a secret from long ago that shadowed his accomplishments and estranged him from his loved onesâ€”a crime of passion, committed in the throes of unrequited love, that became a lifetimeâ€™s burden. Yet when Peter is forced to confront the consequences of his actions, an unexpected turn of events shakes the very foundation of his past. Spanning a boyhood in Iceland to the Nazi occupation of Denmark to modern-day Manhattan, Absolution calls up Dostoevsky and Ibsen as it masterfully plumbs the darkest corners of a sinister mind and a wounded heart.",http://images.amazon.com/images/P/1400030684.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1400030684.01.MZZZZZZZ.jpg,8,2003,Fiction
Absolution by Murder: A Sister Fidelma Mystery (Sister Fidelma Mysteries (Paperback)),Peter Tremayne,451192990,21.47,"ABSOLUTION BY MURDER is the brilliant and evocative first novel in Peter Tremayne's Sister Fidelma series, bringing 7th-century Ireland vividly to life.As the leading churchmen and women gather at the Synod of Whitby in 664AD to debate the rival merits of the Celtic and Roman Churches, tempers begin to fray. Conspirators plot an assassination, while mysterious, violent death stalks the shadowy cloisters of the Abbey of St Hilda. When the Abbess Etain, a leading speaker for the Celtic Church, is found murdered suspicion inevitably rests on the Roman faction.Attending the Synod is Fidelma, of the community of St Brigid of Kildare. As an advocate of the Brehon Court, she is called on to investigate the murder with Brother Eadulf, of the Roman faction. However, the two are so unlike that their partnership is described as that of a wolf and a fox - but which is which?More gruesome deaths follow and the friction among the clerics could end in civil war. Can the solution to the mysteries avert such a conflict?",http://images.amazon.com/images/P/0451192990.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0451192990.01.MZZZZZZZ.jpg,7,1997,Fiction
Access to Power,Robert Ellis,786014539,27.6,"Three weeks before a crucial senatorial election, a man is gunned down execution-style in a D.C. office. Police are quick to call it a case of robbery gone bad, but Frank Miles suspects something far more sinister behind the murder of his business partner.Washington's most feared image maker, Frank's ruthless media manipulation has earned him countless admirers...and just as many enemies. Now, for the first time in his life, Frank's met his match in a shadowy schemer as clever as himself--but far more lethal.As the body count rises, Frank becomes the U.S. Attorney's chief suspect--and a cunning killer's next target. From the underground tunnels networking Capitol Hill to the dome high above, his race for the truth--and his life--will bring him face-to-face with power at its deadliest extremes--where winning isn't everything...it's the only thing.",http://images.amazon.com/images/P/0786014539.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0786014539.01.MZZZZZZZ.jpg,3,2001,Fiction
Accident,Danielle Steel,440217547,15.66,"Accident"" is a powerful and ultimately triumphant novel of lives shattered and changed by one devastating moment. Although frequent business meetings keep her husband, Brad, away from home, Page Clarke feels blessed with her happy family and comfortable marriage. They have a house near San Francisco and she keeps busy looking after their seven-year-old son, Andy, and their teenage daughter, Allyson.Allyson, at fifteen, is trying her wings and one weekend, instead of an evening with her friend Chloe, the girls lie and go out with two older high school boys. But a Saturday night that was supposed to be fun ends in tragedy when their car collides head-on with another.At the hospital, Page finds Chloe's divorced father, Trygve, and, unable to locate Brad, she leans on his strength throughout the the long hours of tormenting questions. Will Allyson live? Will any of them? Were the teenagers drinking? Using drugs? Who was at fault? And where is her husband? Without Brad by her side Page feels her life start to come apart as she is forced to confront the fact that Allyson may not live, and if she does, she may never be the same again.In an inspiring novel that explores how many people are affected by one tragic accident and how they survive it, Danielle Steel brings us close to the characters whose lives are as familiar as our own... and who live, as we all do, in a world where everything can change in a single moment.""Steel is one of the best!"" -- ""Los Angeles Times.""""The plot of Danielle Steel's novels twist and weave as incredible stories unfold to the glee and delight of her enormous reading public."" -- ""United PressInternational.""""Ms. Steel's fans won't be disappointed!"" -- ""The New York Times Book Review.",http://images.amazon.com/images/P/0440217547.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217547.01.MZZZZZZZ.jpg,2,1995,Fiction
Accidental Fiancee (The Merits Of Marriage) (Harlequin Romance),Renee Roszel,373036442,24.63,"FiancÃ©eâ€”without a proposal!Zachary Merit might have saved a senator's daughter's lifeâ€”but he doesn't expect to read in the newspapers that she is his fiancÃ©e! That is certainly news to him! Now, much to his irritation, Olivia has followed him to Merit Islandâ€”to apologizeâ€¦.Olivia still finds Zack reckless and excitingâ€”everything she isn't. Could she ever be like him, fit in with his wild lifestyle? Probably not. So why is she so determined to make him her fianceâ€”for real?",http://images.amazon.com/images/P/0373036442.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0373036442.01.MZZZZZZZ.jpg,7,2001,Fiction
According to Queeney,Beryl Bainbridge,786709820,23.84,"Bainbridge's brilliantly imagined, universally acclaimed, Booker Prize-longlisted novel portrays the inordinate appetites and unrequited love touched off when the most celebrated man of eighteenth-century English letters, Samuel Johnson, enters the domain of a wealthy Southwark brewer and his wife, Hester Thrale. The melancholic, middle-aged lexicographer plunges into an increasingly ambiguous relationship with the vivacious Mrs. Thrale for the next twenty years. In that time Hester's eldest daughter, the neglected but prodigiously clever Queeney, will grow into young womanhood. Along the way, little of the emotional tangle and sexual tension stirring beneath the decorous surfaces of the Thrale household will escape Queeney's cold, observant eye.",http://images.amazon.com/images/P/0786709820.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0786709820.01.MZZZZZZZ.jpg,9,2002,Fiction
Ace: The Very Important Pig,Dick King-Smith,679819312,37.3,"Meet Ace, Babe's great-grandson, who also gets a new cover from Knopf Paperbacks this season. "" A Horn Book Fanfare Honor Book An IRA/CBC Children's Choice A School Library Journal Best Book of the Year.",http://images.amazon.com/images/P/0679819312.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0679819312.01.MZZZZZZZ.jpg,10,1992,Kids & Young Adult
Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey,61057894,20.42,"""Something's Alive In There!""She was just a little girl, with a tiny horn in the center of her forehead, funny-looking feet, beautiful silver hair, and several curious powers: the ability to purify air and water, make plants grow, and heal scars and broken bones. A trio of grizzled prospectors found her drifting in an escape pod amid the asteroids, adopted her, and took her to the bandit planet Kezdet, a place where no questions are asked and the girl might grow up free.But Kezdet has its own dark secret. The prosperity of the planet is based on a hideous trade in child slave labor, administered by ""The Piper"" -- a mystery man with special plans for Acorna and her powers. But free little girls have a way of growing into freedom-loving young women, and Acorna has special plans all her own. . .",http://images.amazon.com/images/P/0061057894.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0061057894.01.MZZZZZZZ.jpg,9,1998,Fiction
Acorna's Quest (Acorna (Paperback)),Anne McCaffrey,61057908,36.95,"""I must find my own kind!""Found as an infant drifting in space, Acorna, the Unicorn Girl, has become a young woman. She still has her tiny, translucent horn, and her ""funny"" feet and hands. And, she still has her miraculous ability to make plants grow and heal human sickness. But Acorna has strange dreams of a gentle folk who mind-speak by touching horns. With her ""Uncle"" Calum, one of the three grizzled asteroid prospectors who rescued, protected, and raised her, she sets off to find her people. No sooner does she leave than a mysterious craft appears, piloted by the Linyaari, a gentle race with telepathic powers.The Linyaari are roaming the galaxy, spreading the alarm about the deadly Khleev--And searching for a beloved little girl they had given up for lost, long ago...",http://images.amazon.com/images/P/0061057908.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0061057908.01.MZZZZZZZ.jpg,3,1999,Fiction
Acorna's Search,Anne McCaffrey,380818469,28.51,"The Barnes &amp; Noble Review Acorna's Search, the fifth book in Anne McCaffrey's Acorna series, takes the saga of the beloved unicorn girl to an all-time high -- or low, depending on how you look at it. As Acorna and her Linyaari people begin to rebuild their home planet (which was practically destroyed by the evil insectoid Khleevi in Acorna's World), members of Linyaarian research parties begin to disappear one by one. Soon whole shuttles are just vanishing into thin air. Among the missing is Acorna's life mate, Aari. After consulting with the Ancestors, Acorna concludes that she must go deep underneath the planet's surface to solve the potentially horrific mystery. The once cool, idyllic world of Vhiliinyar is now like something out of a nightmare. ""The whole planet was, for the most part, stifling, with much of its protective ozone layer punctured by volcanic explosions and toxic chemical reactions from its unstable land masses and destroyed seas."" Instead of green meadows filled with beautiful flora and fauna, there are now carnivorous plants, poisonous geysers, bogs and apelike monsters. While trying to escape these hairy, spear-toting beasts, Acorna is forced deep into a cave and stumbles across the opening into an ancient subterranean city. The mysterious history of the uni-horned Linyaari people is steeped in fable, and when Acorna discovers the mythical city of Kubiilikaan, the legendary home of the Hosts, much of what she thought was historically true becomes suspect. As Acorna unravels the mystery with the help of the royal temple cat Roadkill and Mac the android, she finds out Aari isn't lost in space, but in time. For those of you who aren't familiar with the series, here's a quick overview. In the first book in the series, Acorna, we're introduced to the lovable orphan after her family's spaceship is mysteriously destroyed. She escapes in a space pod and is found by a salvage ship crewed by three humans. The men had never seen anything quite like Acorna before. The Linyaari were a race of humanoids with unicorn characteristics -- a flowing, curling mane and feathery hair from ankle to knee, hooves, three fingers and, of course, a horn protruding from their foreheads. The men, obviously with nowhere to take the orphan, are forced to raise the strange girl themselves. During their months aboard ship, they bond with the lovable kid and she slowly learns their language and culture. But with none of her kind around, and no way to know if any even still exist, Acorna struggles to find her own identity. When the salvage ship finally returns to Federation space, Acorna becomes the center of attention. Rumors spread like wildfire about a unicorn girl with magical powers. Over the course of the next two novels (Acorna's Quest and Acorna's People), Acorna finds the Linyaari homeworld and becomes reunited with her people. She learns about her race's history and culture and also about its enemies, the Khleevi. I have to tell you, the Khleevi are right up there on my Top Ten list of most despicable aliens. They're basically oversized cockroaches that travel the galaxy looking for worlds to plunder and life forms to torture. In Acorna's World, the fourth installment, Acorna and her people come face-to-face with the Khleevi, except this time they have the Federation's help. I recommend this series to fantasy lovers of all ages. McCaffrey and Scarborough (who coauthored the last three books in the series) create an interesting, realistic world without exploitative sex or violence. And, because the main character is a young, strong, good-hearted female, this series would be particularly perfect for young girls interested in fantasy. (Paul Goat Allen)",http://images.amazon.com/images/P/0380818469.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0380818469.01.MZZZZZZZ.jpg,6,2002,Fiction
Across the Top of the World: The Quest for the Northwest Passage,James P. Delgado,816041245,35.85,"Across the Top of the World is a vivid retelling of one of the most enduring quests in the history of exploration and discovery--the NorthwestPassage. It covers the earliest endeavors in the sixteenth century, the many ill-fated expeditions that followed, the successful crossing in 1905,and the scientific work conducted in the Northwest Passage today. The bookis beautifully illustrated and gives readers a true sense of the harsh realities of the landscapes and seascapes traversed. Among the books many highlights are the use of explorers' published accounts, the ill-fated Franklin Expedition in 1845-1847, historic and contemporary color photographs of significant artifacts, and contemporary images of the Northwest Passage from the air, land, and water.",http://images.amazon.com/images/P/0816041245.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0816041245.01.MZZZZZZZ.jpg,5,1999,History & Politics
Across the Universe (Star Trek: The Original Series),Pamela Sargent,671019899,24.61,"When the Enterprise discovers a colony ship launched from Earth in the 22nd century, Captain Kirk decides to help the settlers on to their intended destination. But their new planet may not be the haven they hoped for.",http://images.amazon.com/images/P/0671019899.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671019899.01.MZZZZZZZ.jpg,3,1999,Fiction
Act of Mercy : A Celtic Mystery (A Celtic Mystery),Peter Tremayne,312268645,21.32,"In the late autumn of 666 A.D., Fidelma of Cashel - an advocate of the Brehon Courts, sister to the King of Cashel, and religieuse of the Celtic Church is at a crossroads. Needing to reflect upon her commitment to the religious life and her relationship to the Saxon monk Eadulf, she leaves Eadulf behind and joins a small band sailing from Ireland on a pilgrimage to the Shrine of St. James in modern-day Spain. Her first surprise on-board is the appearance of Cian, her first love, a man who had deserted her ten years ago, and who stirs up memories she'd rather forget.As if this wasn't complication enough, on the first night out the ship is tossed by a turbulent sea and a pilgrim disappears, apparently washed overboard. But the appearance of a blood-stained robe raises the possibility of murder and death continues to dog the tiny band of pilgrims trapped within the close confines of the ship. Battling against the antagonism of her fellow pilgrims, Fidelma is determined to solve this most perplexing of puzzles before the ship reaches the shrine and the killer, if there is one, disappears forever.",http://images.amazon.com/images/P/0312268645.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0312268645.01.MZZZZZZZ.jpg,6,2001,Fiction
